Zeit (s),HR roh,HR gefiltert,RR roh,RR gefiltert
19.700,114.819,111.958,26.737,25.578
19.800,108.552,111.559,27.169,25.744
19.900,108.328,111.153,26.253,25.780
20.000,113.792,111.637,25.456,25.710
20.100,108.598,111.253,24.482,25.519
20.200,112.955,111.584,23.959,25.275
20.300,107.953,111.092,25.290,25.228
20.400,107.234,110.528,26.208,25.308
20.500,113.007,110.920,27.178,25.513
20.600,nan,110.952,26.319,25.592
20.700,111.834,111.138,25.967,25.620
20.800,111.694,111.272,24.439,25.447
20.900,108.312,110.805,23.265,25.133
21.000,107.466,110.252,25.932,25.196
21.100,107.989,109.852,24.524,25.071
21.200,113.089,110.335,26.136,25.171
21.300,110.537,110.354,24.107,24.998
21.400,109.806,110.254,24.634,24.910
21.500,108.065,109.887,25.008,24.880
21.600,113.839,110.477,23.960,24.718
21.700,113.959,111.029,23.949,24.569
21.800,nan,111.072,24.167,24.463
21.900,105.997,110.186,23.653,24.300
22.000,110.114,110.151,23.640,24.152
22.100,116.869,111.285,26.898,24.448
22.200,108.832,110.919,26.665,24.695
22.300,nan,110.946,22.529,24.382
22.400,113.047,111.367,25.258,24.454
22.500,114.560,111.994,24.356,24.404
22.600,108.897,111.527,22.490,24.115
22.700,110.629,111.420,25.611,24.261
22.800,nan,111.464,24.348,24.232
22.900,112.638,111.725,24.874,24.278
23.000,110.328,111.517,23.331,24.120
23.100,110.519,111.374,24.309,24.105
23.200,nan,111.401,23.464,23.982
23.300,113.014,111.740,22.770,23.779
23.400,111.527,111.741,24.666,23.844
23.500,109.139,111.311,23.794,23.793
23.600,108.508,110.833,22.618,23.594
23.700,nan,110.810,22.228,23.361
23.800,110.996,110.828,24.894,23.501
23.900,111.440,110.925,23.185,23.408
24.000,nan,110.914,24.222,23.463
24.100,109.958,110.711,22.764,23.325
24.200,110.264,110.606,24.373,23.412
24.300,116.079,111.582,22.161,23.205
24.400,118.246,112.792,22.799,23.100
24.500,nan,112.915,24.031,23.168
24.600,115.196,113.459,21.055,22.843
24.700,109.826,112.908,nan,22.772
24.800,112.648,112.947,22.255,22.634
24.900,108.829,112.313,23.065,22.632
25.000,107.648,111.562,22.496,22.552
25.100,110.318,111.346,23.311,22.598
25.200,114.444,111.832,24.210,22.767
25.300,106.766,111.021,nan,22.718
25.400,115.497,111.699,23.781,22.841
25.500,114.630,112.170,21.584,22.619
25.600,111.230,112.054,21.316,22.385
25.700,108.928,111.583,23.501,22.493
25.800,112.235,111.678,22.375,22.433
25.900,113.529,111.968,23.002,22.468
26.000,108.689,111.469,23.670,22.594
26.100,113.728,111.809,23.206,22.647
26.200,112.330,111.898,22.351,22.581
26.300,112.714,112.038,23.522,22.680
26.400,112.391,112.114,nan,22.656
26.500,107.583,111.424,23.529,22.768
26.600,112.524,111.575,23.749,22.899
26.700,109.912,111.302,23.386,22.964
26.800,111.828,111.358,23.735,23.072
26.900,115.250,111.948,20.733,22.749
27.000,111.741,111.933,23.897,22.895
27.100,114.353,112.329,21.770,22.736
27.200,110.975,112.155,20.008,22.353
27.300,114.840,112.602,24.868,22.659
27.400,112.437,112.628,21.892,22.542
27.500,110.292,112.310,21.415,22.372
27.600,113.746,112.561,24.199,22.587
27.700,111.894,112.496,22.010,22.497
27.800,113.324,112.659,23.536,22.616
27.900,83.661,108.142,22.269,22.560
28.000,nan,107.845,23.165,22.627
28.100,109.874,107.968,22.873,22.651
28.200,109.955,108.098,22.339,22.603
28.300,111.999,108.573,24.111,22.793
28.400,116.754,109.799,22.349,22.737
28.500,111.565,110.025,22.847,22.751
28.600,113.802,110.596,21.832,22.630
28.700,110.857,110.629,21.962,22.535
28.800,109.743,110.480,23.757,22.684
28.900,114.981,111.184,24.602,22.934
29.000,111.536,111.270,23.635,23.038
29.100,110.327,111.154,22.956,23.044
29.200,114.213,111.660,23.743,23.153
29.300,111.371,111.668,23.322,23.196
29.400,109.023,111.301,23.612,23.273
29.500,109.649,111.065,23.025,23.265
29.600,114.531,111.615,23.510,23.321
29.700,113.814,112.002,19.854,22.888
29.800,113.504,112.300,24.412,23.088
29.900,111.230,112.208,23.142,23.105
30.000,112.124,112.260,nan,23.117
30.100,110.165,111.994,22.029,22.965
30.200,115.063,112.517,23.502,23.045
30.300,114.111,112.840,24.255,23.224
30.400,114.414,113.174,24.337,23.396
30.500,114.753,113.523,22.054,23.232
30.600,114.651,113.817,21.315,22.980
30.700,113.993,113.970,22.371,22.896
30.800,114.224,114.137,23.052,22.911
30.900,115.274,114.443,22.559,22.858
31.000,109.814,113.853,22.417,22.792
31.100,114.796,114.090,24.455,23.003
31.200,113.884,114.156,22.763,22.973
31.300,113.150,114.092,23.482,23.040
31.400,119.095,114.961,24.366,23.220
31.500,nan,115.118,24.292,23.375
31.600,115.479,115.312,23.618,23.428
31.700,116.847,115.713,22.832,23.372
31.800,118.219,116.291,20.203,22.973
31.900,119.891,117.070,22.079,22.850
32.000,117.299,117.316,21.667,22.682
32.100,116.001,117.309,20.778,22.411
32.200,116.097,117.305,21.450,22.250
32.300,113.220,116.827,24.074,22.449
32.400,109.045,115.719,21.882,22.347
32.500,111.311,115.075,23.160,22.423
32.600,113.677,114.866,23.505,22.540
32.700,116.342,115.098,22.148,22.472
32.800,113.751,114.898,23.612,22.602
32.900,115.239,114.951,23.270,22.679
33.000,115.150,114.985,22.124,22.600
33.100,117.441,115.376,25.149,22.926
33.200,116.712,115.615,22.773,22.915
33.300,118.545,116.117,22.946,22.927
33.400,111.240,115.422,23.691,23.035
33.500,116.697,115.644,22.591,22.990
33.600,116.175,115.761,23.623,23.084
33.700,114.814,115.651,24.056,23.227
33.800,119.327,116.257,23.603,23.298
33.900,115.997,116.282,21.999,23.151
34.000,117.281,116.500,23.385,23.196
34.100,117.679,116.757,23.109,23.201
34.200,116.231,116.756,23.109,23.204
34.300,107.786,115.423,22.661,23.147
34.400,117.956,115.806,23.431,23.195
34.500,117.100,116.020,22.718,23.145
34.600,113.666,115.674,22.927,23.125
34.700,116.459,115.797,23.339,23.160
34.800,116.814,115.964,22.737,23.113
34.900,117.442,116.214,21.033,22.844
35.000,117.179,116.398,23.028,22.859
35.100,120.081,117.018,23.151,22.889
35.200,114.888,116.761,22.854,22.878
35.300,114.872,116.520,23.987,23.017
35.400,118.615,116.885,21.974,22.882
35.500,114.208,116.521,22.647,22.845
35.600,117.099,116.641,22.761,22.826
35.700,115.693,116.527,23.180,22.864
35.800,117.858,116.760,24.489,23.073
35.900,116.672,116.784,22.512,23.006
36.000,113.273,116.269,22.530,22.945
36.100,125.153,117.665,24.495,23.148
36.200,121.658,118.382,21.727,22.971
36.300,114.003,117.823,24.176,23.130
36.400,117.221,117.811,24.523,23.322
36.500,115.702,117.556,23.976,23.427
36.600,115.708,117.320,nan,23.454
36.700,116.972,117.301,21.155,23.135
36.800,117.762,117.404,23.586,23.205
36.900,116.025,117.223,22.857,23.163
37.000,120.439,117.749,20.383,22.775
37.100,120.790,118.280,22.667,22.744
37.200,119.679,118.582,24.356,22.949
37.300,119.776,118.866,22.728,22.914
37.400,118.301,118.884,24.553,23.130
37.500,118.673,118.950,22.910,23.106
37.600,115.171,118.453,24.286,23.268
37.700,119.445,118.667,23.190,23.271
37.800,119.312,118.835,23.362,23.295
37.900,119.423,119.000,24.548,23.474
38.000,119.971,119.230,21.547,23.240
38.100,112.294,118.227,22.925,23.206
38.200,115.121,117.755,25.044,23.454
38.300,115.125,117.327,25.477,23.739
38.400,120.069,117.716,24.050,23.813
38.500,118.075,117.759,22.977,23.738
38.600,120.064,118.111,24.241,23.833
38.700,121.225,118.613,22.779,23.727
38.800,121.216,119.066,nan,23.755
38.900,121.391,119.501,24.491,23.888
39.000,114.196,118.760,24.511,24.008
39.100,118.309,118.728,24.978,24.181
39.200,119.175,118.831,23.253,24.092
39.300,122.342,119.420,23.729,24.076
39.400,118.015,119.271,25.006,24.235
39.500,121.453,119.670,23.234,24.136
39.600,120.487,119.877,24.260,24.183
39.700,nan,119.978,23.755,24.157
39.800,120.748,120.200,25.089,24.309
39.900,119.589,120.184,25.059,24.444
40.000,92.532,115.520,22.842,24.270
40.100,118.569,115.825,26.226,24.557
40.200,121.941,116.665,23.416,24.447
40.300,117.567,116.702,25.186,24.578
40.400,119.246,117.014,22.927,24.398
40.500,nan,116.925,23.687,24.329
40.600,116.384,116.754,23.974,24.303
40.700,122.577,117.714,24.535,24.350
40.800,122.412,118.514,24.942,24.447
40.900,122.162,119.168,22.811,24.255
41.000,117.468,118.957,25.471,24.426
41.100,118.151,118.879,25.334,24.565
41.200,118.408,118.848,25.435,24.706
41.300,nan,118.897,24.285,24.683
41.400,122.931,119.679,23.030,24.494
41.500,126.220,120.929,24.596,24.524
41.600,117.745,120.530,25.823,24.712
41.700,119.350,120.449,23.493,24.578
41.800,122.783,120.944,25.335,24.695
41.900,122.170,121.274,22.374,24.412
42.000,120.548,121.295,25.552,24.568
42.100,125.031,122.028,23.591,24.453
42.200,118.144,121.573,22.673,24.225
42.300,122.561,121.857,24.215,24.217
42.400,122.378,122.074,26.210,24.473
42.500,118.633,121.669,26.484,24.746
42.600,119.435,121.419,24.810,24.777
42.700,118.454,121.031,29.118,25.372
42.800,125.531,121.788,24.313,25.287
42.900,128.466,122.931,23.843,25.144
43.000,121.947,122.935,24.008,25.030
43.100,120.637,122.720,16.496,23.933
43.200,126.466,123.431,24.809,24.012
43.300,121.620,123.305,23.839,23.960
43.400,125.068,123.720,24.624,24.016
43.500,124.768,124.039,27.627,24.467
43.600,122.570,123.971,23.962,24.402
43.700,128.567,124.840,24.615,24.427
43.800,124.335,124.951,25.635,24.586
43.900,120.901,124.497,26.200,24.807
44.000,120.624,124.029,24.757,24.820
44.100,128.084,124.766,24.684,24.822
44.200,122.909,124.614,26.449,25.055
44.300,128.369,125.323,25.475,25.140
44.400,106.345,122.496,25.392,25.206
44.500,120.002,122.068,26.203,25.372
44.600,123.388,122.214,27.130,25.646
44.700,126.890,122.902,23.638,25.436
44.800,124.769,123.196,22.920,25.143
44.900,124.188,123.371,23.561,24.955
45.000,125.774,123.777,24.691,24.929
45.100,125.131,124.042,24.830,24.922
45.200,126.649,124.517,22.729,24.639
45.300,128.355,125.210,25.388,24.727
45.400,128.539,125.861,23.757,24.594
45.500,121.055,125.266,25.301,24.675
45.600,124.998,125.333,25.050,24.717
45.700,126.689,125.652,27.313,25.055
45.800,119.913,124.869,24.092,24.943
45.900,122.162,124.503,25.527,25.028
46.000,123.764,124.419,27.363,25.348
46.100,125.537,124.618,24.361,25.247
46.200,129.659,125.444,25.815,25.344
46.300,126.691,125.725,28.477,25.782
46.400,125.901,125.848,nan,25.838
46.500,131.756,126.873,24.607,25.703
46.600,127.099,127.063,24.882,25.621
46.700,125.393,126.956,24.614,25.507
46.800,127.174,127.126,24.439,25.379
46.900,121.650,126.404,24.769,25.308
47.000,125.401,126.327,26.745,25.516
47.100,125.861,126.324,24.475,25.394
47.200,129.234,126.845,24.997,25.352
47.300,129.035,127.281,24.817,25.289
47.400,122.876,126.703,25.681,25.347
47.500,127.553,126.904,24.295,25.215
47.600,120.356,125.952,25.921,25.309
47.700,134.058,127.234,26.534,25.477
47.800,128.311,127.493,25.200,25.455
47.900,127.520,127.598,25.336,25.451
48.000,nan,127.715,25.635,25.487
48.100,130.803,128.368,26.476,25.630
48.200,127.837,128.405,25.320,25.609
48.300,128.476,128.540,26.091,25.690
48.400,125.304,128.118,25.998,25.751
48.500,127.680,128.133,26.365,25.855
48.600,125.441,127.775,25.433,25.826
48.700,125.621,127.480,24.868,25.724
48.800,125.357,127.171,26.631,25.860
48.900,131.095,127.809,27.049,26.040
49.000,129.152,128.072,26.442,26.124
49.100,126.678,127.914,26.713,26.236
49.200,131.635,128.550,26.957,26.370
49.300,125.786,128.199,24.462,26.162
49.400,132.329,128.905,24.009,25.907
49.500,132.472,129.562,26.692,26.023
49.600,134.552,130.477,26.628,26.121
49.700,128.725,130.381,24.128,25.882
49.800,126.226,129.888,nan,25.891
49.900,130.295,130.068,25.746,25.877
50.000,130.858,130.311,26.195,25.930
50.100,126.973,129.912,26.494,26.019
50.200,128.948,129.851,23.766,25.714
50.300,129.601,129.892,25.138,25.630
50.400,129.448,129.899,23.961,25.391
50.500,135.842,130.903,25.343,25.364
50.600,129.920,130.878,25.036,25.298
50.700,132.994,131.329,23.296,25.004
50.800,133.036,131.735,24.457,24.893
50.900,130.813,131.744,24.299,24.772
51.000,129.882,131.594,23.324,24.533
51.100,130.511,131.546,25.322,24.581
51.200,130.806,131.539,24.042,24.460
51.300,131.225,131.591,23.316,24.255
51.400,130.886,131.577,25.754,24.392
51.500,130.549,131.504,27.650,24.772
51.600,135.554,132.217,25.354,24.823
51.700,134.717,132.727,23.669,24.650
51.800,130.141,132.461,24.535,24.605
51.900,132.821,132.631,24.678,24.585
52.000,128.597,132.112,24.805,24.585
52.100,133.262,132.366,25.136,24.630
52.200,132.348,132.447,nan,24.604
52.300,131.384,132.363,24.105,24.507
52.400,130.116,132.082,23.876,24.389
52.500,128.563,131.577,23.645,24.251
52.600,133.817,131.941,32.213,25.338
52.700,130.718,131.784,24.852,25.295
52.800,134.440,132.223,23.184,25.025
52.900,136.472,132.938,23.313,24.795
53.000,130.448,132.637,25.214,24.844
53.100,128.383,132.033,24.269,24.761
53.200,137.971,132.986,23.686,24.608
53.300,131.868,132.891,21.778,24.213
53.400,134.453,133.204,23.593,24.092
53.500,131.635,133.040,26.392,24.356
53.600,134.305,133.305,nan,24.327
53.700,130.160,132.889,22.990,24.103
53.800,nan,132.943,23.549,23.987
53.900,130.164,132.486,nan,23.942
54.000,133.034,132.595,24.806,24.042
54.100,133.997,132.855,23.122,23.868
54.200,131.246,132.617,23.900,23.835
54.300,134.303,132.913,23.246,23.710
54.400,131.919,132.784,24.453,23.775
54.500,132.749,132.801,23.754,23.736
54.600,132.724,132.811,23.030,23.601
54.700,130.873,132.523,22.688,23.434
54.800,137.483,133.314,21.711,23.151
54.900,136.596,133.885,22.358,22.983
55.000,135.282,134.189,23.563,22.996
55.100,134.203,134.287,23.916,23.058
55.200,134.343,134.391,23.349,23.043
55.300,134.276,134.468,23.391,23.038
55.400,nan,134.578,22.950,22.979
55.500,139.184,135.499,22.864,22.915
55.600,135.437,135.629,22.748,22.844
55.700,133.316,135.370,23.527,22.885
55.800,134.495,135.336,22.493,22.789
55.900,138.587,135.978,23.700,22.863
56.000,135.697,136.067,20.618,22.527
56.100,135.453,136.098,23.162,22.555
56.200,134.847,136.020,22.431,22.488
56.300,nan,136.151,21.902,22.360
56.400,136.726,136.362,20.982,22.123
56.500,143.619,137.762,21.612,21.991
56.600,138.049,138.001,21.687,21.883
56.700,134.886,137.665,22.039,21.834
56.800,nan,137.853,22.673,21.877
56.900,133.197,137.120,24.159,22.117
57.000,136.485,137.104,23.273,22.226
57.100,137.832,137.324,21.374,22.079
57.200,139.762,137.842,23.276,22.196
57.300,143.006,138.835,23.027,22.274
57.400,134.466,138.286,20.185,21.973
57.500,138.564,138.460,20.498,21.739
57.600,134.059,137.880,22.231,21.753
57.700,139.197,138.176,22.200,21.765
57.800,135.615,137.866,22.145,21.772
57.900,136.736,137.757,21.865,21.744
58.000,137.107,137.714,19.756,21.443
58.100,141.787,138.408,19.659,21.155
58.200,141.334,138.960,23.433,21.389
58.300,134.401,138.363,21.824,21.398
58.400,140.472,138.767,20.107,21.183
58.500,138.683,138.847,21.791,21.209
58.600,139.012,138.964,20.476,21.063
58.700,137.951,138.897,18.993,20.736
58.800,138.052,138.845,22.221,20.863
58.900,140.370,139.156,20.092,20.704
59.000,139.984,139.371,18.617,20.366
59.100,138.472,139.323,20.374,20.290
59.200,143.073,139.995,18.462,19.972
59.300,141.311,140.321,21.194,20.043
59.400,137.476,140.005,19.854,19.938
59.500,141.560,140.351,19.967,19.862
59.600,139.097,140.269,18.667,19.625
59.700,143.691,140.908,21.210,19.745
59.800,137.442,140.498,21.862,19.949
59.900,143.688,141.098,22.855,20.272
