Zeit (s),HR roh,HR gefiltert,RR roh,RR gefiltert
60.000,108.456,106.192,25.329,25.509
60.300,109.561,106.753,26.617,25.616
60.600,126.995,110.296,24.097,25.351
60.900,107.355,110.038,25.539,25.321
61.200,106.924,109.711,24.417,25.135
61.500,106.893,109.395,23.936,24.898
61.800,87.340,105.690,23.892,24.679
62.100,107.562,105.892,23.215,24.385
62.400,112.541,106.951,22.089,23.958
62.700,103.304,106.296,24.589,23.939
63.000,107.578,106.456,24.764,23.954
63.300,107.378,106.570,23.714,23.823
63.600,107.944,106.775,23.773,23.718
63.900,106.259,106.666,23.319,23.563
64.200,104.225,106.217,23.453,23.447
64.500,113.599,107.451,22.746,23.246
64.800,106.714,107.358,23.601,23.193
65.100,104.823,106.942,24.362,23.263
65.400,105.012,106.602,23.251,23.172
65.700,100.457,105.504,21.107,22.783
66.000,108.683,105.959,21.051,22.425
66.300,103.406,105.453,24.578,22.619
66.600,100.812,104.555,22.700,22.531
66.900,95.305,102.800,23.725,22.608
67.200,104.097,102.774,21.611,22.376
67.500,105.856,103.079,23.027,22.377
67.800,nan,102.846,23.391,22.438
68.100,106.653,103.432,23.562,22.524
68.400,106.148,103.830,23.360,22.579
68.700,101.703,103.327,21.955,22.430
69.000,103.136,103.168,23.484,22.520
69.300,102.968,103.007,25.018,22.831
69.600,104.905,103.225,22.753,22.788
69.900,104.928,103.430,23.757,22.898
70.200,103.781,103.413,23.328,22.938
70.500,102.400,103.160,23.199,22.958
70.800,105.068,103.410,23.393,23.005
71.100,107.250,104.021,21.975,22.843
71.400,108.474,104.785,23.848,22.969
71.700,104.473,104.768,23.989,23.106
72.000,109.362,105.602,23.863,23.213
72.300,102.751,105.193,29.934,24.198
72.600,103.009,104.864,23.551,24.167
72.900,103.848,104.713,20.639,23.709
73.200,102.308,104.307,21.975,23.481
73.500,104.610,104.344,23.956,23.560
73.800,101.773,103.884,23.648,23.586
74.100,103.810,103.829,25.185,23.834
74.400,100.362,103.182,23.845,23.864
74.700,nan,103.082,23.726,23.872
75.000,97.718,101.914,26.502,24.282
75.300,101.909,101.763,23.016,24.147
75.600,101.518,101.567,24.478,24.233
75.900,103.523,101.781,25.727,24.491
76.200,99.902,101.311,24.876,24.601
76.500,101.540,101.206,25.977,24.857
76.800,100.632,100.961,24.637,24.893
77.100,98.872,100.443,25.980,25.116
77.400,98.162,99.871,26.259,25.357
77.700,100.237,99.741,25.038,25.393
78.000,100.945,99.764,25.459,25.482
78.300,103.066,100.171,26.553,25.718
78.600,124.976,104.373,25.774,25.814
78.900,100.273,103.824,29.985,26.510
79.200,100.425,103.346,25.421,26.474
79.500,102.970,103.354,27.494,26.736
79.800,97.005,102.315,27.869,27.021
80.100,nan,102.305,24.840,26.832
80.400,99.715,101.771,26.117,26.836
80.700,99.775,101.337,26.465,26.883
81.000,99.113,100.845,25.545,26.784
81.300,97.844,100.190,26.688,26.854
81.600,97.963,99.650,28.600,27.191
81.900,99.993,99.556,26.401,27.173
82.200,98.428,99.204,27.323,27.283
82.500,97.599,98.757,29.207,27.653
82.800,nan,98.541,27.586,27.749
83.100,118.609,102.481,28.020,27.892
83.400,96.986,101.490,29.040,28.164
83.700,94.517,100.177,28.586,28.340
84.000,90.525,98.306,29.734,28.660
84.300,92.441,97.047,29.131,28.856
84.600,98.352,97.034,30.469,29.222
84.900,97.003,96.798,29.341,29.382
85.200,95.267,96.298,25.453,28.952
85.500,98.934,96.521,29.360,29.118
85.800,93.901,95.851,29.634,29.303
86.100,92.349,95.001,29.761,29.482
86.400,94.887,94.706,28.802,29.499
86.700,97.410,94.906,30.264,29.719
87.000,97.048,95.043,29.108,29.743
87.300,97.984,95.348,28.999,29.742
87.600,140.788,103.101,31.201,30.055
87.900,nan,103.552,29.355,30.064
88.200,95.768,102.333,nan,30.186
88.500,93.566,100.866,29.816,30.227
88.800,95.521,99.983,29.351,30.182
89.100,91.869,98.537,29.405,30.146
89.400,93.178,97.522,29.944,30.195
89.700,94.009,96.791,31.072,30.408
90.000,93.924,96.141,32.726,30.847
90.300,92.147,95.263,30.471,30.896
90.600,90.380,94.186,31.647,31.109
90.900,94.811,94.028,30.435,31.115
91.200,90.552,93.161,32.634,31.440
91.500,93.479,92.922,30.095,31.354
91.800,93.104,92.667,31.916,31.535
92.100,89.394,91.815,31.279,31.601
92.400,94.057,91.890,31.572,31.697
92.700,91.210,91.487,31.338,31.743
93.000,105.934,93.717,28.455,31.357
93.300,90.281,93.005,30.416,31.284
93.600,91.858,92.653,30.167,31.176
93.900,94.154,92.751,30.735,31.157
94.200,92.628,92.587,30.892,31.159
94.500,93.009,92.518,29.157,30.905
94.800,94.297,92.692,32.071,31.095
95.100,94.725,92.934,29.842,30.942
95.400,92.278,92.733,32.390,31.172
95.700,98.304,93.611,29.763,30.998
96.000,93.950,93.644,30.150,30.893
96.300,88.617,92.746,30.179,30.799
96.600,93.905,92.868,30.013,30.689
96.900,90.174,92.332,31.302,30.776
97.200,91.515,92.093,30.772,30.778
97.500,89.325,91.505,29.915,30.655
97.800,89.972,91.101,29.321,30.455
98.100,92.673,91.222,27.933,30.070
98.400,89.821,90.846,28.483,29.800
98.700,90.762,90.685,28.648,29.580
99.000,90.240,90.462,28.717,29.392
99.300,90.798,90.372,28.146,29.141
99.600,89.658,90.105,27.712,28.853
99.900,86.865,89.391,28.031,28.642
100.200,88.950,89.129,29.487,28.668
100.500,94.708,89.913,28.979,28.625
100.800,89.276,89.683,29.025,28.598
101.100,91.647,89.900,27.771,28.396
101.400,87.145,89.320,28.224,28.284
101.700,92.813,89.798,26.035,27.868
102.000,88.833,89.542,27.127,27.653
102.300,87.950,89.167,28.988,27.736
102.600,88.780,88.984,27.335,27.578
102.900,91.150,89.243,27.900,27.523
103.200,89.703,89.232,28.251,27.531
103.500,86.756,88.717,26.377,27.272
103.800,88.552,88.576,27.800,27.250
104.100,88.506,88.451,25.798,26.944
104.400,87.541,88.181,28.070,27.002
104.700,85.297,87.557,26.465,26.829
105.000,86.480,87.216,27.437,26.819
105.300,87.439,87.090,27.757,26.864
105.600,50.000,80.469,26.527,26.732
105.900,87.327,81.067,26.671,26.638
106.200,84.955,81.237,24.704,26.271
106.500,83.956,81.257,27.337,26.325
106.800,84.192,81.354,27.391,26.390
107.100,86.842,81.936,28.301,26.589
107.400,87.369,82.579,27.041,26.592
107.700,85.528,82.859,27.329,26.642
108.000,83.592,82.790,26.431,26.561
108.300,87.845,83.486,26.794,26.542
108.600,87.165,84.005,27.686,26.660
108.900,79.693,83.177,26.677,26.623
109.200,86.626,83.651,27.708,26.743
109.500,86.430,84.051,26.350,26.658
109.800,83.766,83.952,26.693,26.631
110.100,85.382,84.148,27.572,26.738
110.400,83.427,83.988,24.886,26.445
110.700,77.952,82.893,26.597,26.429
111.000,84.380,83.038,27.290,26.518
111.300,81.858,82.738,27.181,26.586
111.600,80.993,82.327,28.720,26.875
111.900,83.941,82.482,26.074,26.755
112.200,82.275,82.340,29.246,27.108
112.500,84.173,82.553,26.982,27.101
112.800,86.526,83.162,nan,27.113
113.100,78.505,82.316,26.871,27.083
113.400,80.905,81.980,26.667,27.023
113.700,83.060,82.064,26.433,26.933
114.000,78.115,81.285,26.174,26.812
114.300,78.954,80.743,27.087,26.846
114.600,83.513,81.064,27.333,26.914
114.900,81.643,81.038,26.421,26.838
115.200,80.572,80.839,26.425,26.770
115.500,83.100,81.111,25.904,26.631
115.800,79.855,80.799,27.498,26.742
116.100,85.524,81.515,28.682,27.019
116.400,84.606,82.005,28.101,27.185
116.700,82.134,82.015,26.512,27.104
117.000,81.593,81.931,25.775,26.920
117.300,81.825,81.898,27.518,27.007
117.600,80.193,81.585,29.359,27.355
117.900,78.236,80.965,28.749,27.583
118.200,68.195,78.665,26.907,27.522
118.500,81.411,78.918,28.075,27.633
118.800,83.646,79.552,33.285,28.493
119.100,82.005,79.848,27.147,28.382
119.400,83.900,80.454,29.318,28.591
119.700,78.472,80.058,27.888,28.568
