Zeit (s),HR roh,HR gefiltert,RR roh,RR gefiltert
51.500,nan,103.176,19.385,18.570
51.600,104.118,103.371,18.705,18.584
51.700,nan,103.392,19.465,18.701
51.800,111.562,105.173,20.497,18.948
51.900,100.889,104.427,18.267,18.872
52.000,105.634,104.724,17.482,18.696
52.100,101.782,104.269,18.755,18.705
52.200,105.811,104.589,19.740,18.844
52.300,102.645,104.322,16.727,18.571
52.400,nan,104.375,19.520,18.690
52.500,102.193,104.003,17.947,18.592
52.600,109.820,105.084,17.767,18.478
52.700,102.509,104.711,18.216,18.432
52.800,101.314,104.182,18.762,18.462
52.900,103.689,104.118,18.643,18.475
53.000,nan,104.134,17.592,18.349
53.100,104.232,104.166,17.895,18.274
53.200,101.840,103.759,17.717,18.181
53.300,98.781,102.874,19.721,18.361
53.400,102.853,102.808,17.379,18.221
53.500,103.234,102.817,nan,18.199
53.600,102.790,102.754,17.231,18.037
53.700,109.689,103.827,18.975,18.148
53.800,99.898,103.205,20.217,18.426
53.900,102.869,103.125,17.185,18.249
54.000,102.436,102.985,16.979,18.060
54.100,109.113,103.921,17.602,17.976
54.200,108.772,104.713,16.001,17.681
54.300,105.974,104.985,17.734,17.649
54.400,103.303,104.805,16.956,17.518
54.500,103.506,104.668,18.251,17.573
54.600,104.836,104.748,16.679,17.416
54.700,105.842,104.974,19.340,17.628
54.800,109.475,105.747,18.272,17.685
54.900,109.710,106.479,19.049,17.841
55.000,106.943,106.700,17.364,17.764
55.100,108.558,107.143,18.006,17.779
55.200,106.063,107.140,20.479,18.120
55.300,100.165,106.197,18.835,18.219
55.400,105.792,106.216,18.035,18.204
55.500,108.245,106.613,17.090,18.066
55.600,108.139,106.950,17.759,18.025
55.700,106.110,106.929,18.152,18.040
55.800,107.881,107.180,15.744,17.736
55.900,105.873,107.084,17.149,17.641
56.000,nan,107.197,17.780,17.637
56.100,106.418,107.149,16.678,17.489
56.200,106.452,107.110,17.982,17.526
56.300,106.639,107.104,13.852,17.018
56.400,nan,107.188,16.923,16.954
56.500,100.772,106.020,16.699,16.869
56.600,107.009,106.196,15.510,16.637
56.700,106.210,106.204,18.443,16.813
56.800,103.551,105.749,16.668,16.745
56.900,97.062,104.256,16.040,16.603
57.000,102.643,103.877,17.996,16.733
57.100,105.103,103.951,18.196,16.882
57.200,104.304,103.895,16.369,16.782
57.300,104.562,103.894,16.280,16.681
57.400,103.660,103.756,16.805,16.658
57.500,106.313,104.060,16.182,16.557
57.600,112.361,105.297,15.653,16.397
57.700,101.237,104.665,15.818,16.274
57.800,102.662,104.317,15.891,16.172
57.900,110.474,105.233,16.962,16.223
58.000,nan,105.245,15.908,16.134
58.100,107.555,105.672,16.917,16.188
58.200,103.766,105.372,15.237,16.020
58.300,104.318,105.206,13.675,15.661
58.400,105.430,105.247,15.299,15.547
58.500,103.899,105.028,15.428,15.463
58.600,105.219,105.051,15.743,15.431
58.700,104.910,105.022,16.287,15.477
58.800,nan,105.013,14.910,15.343
58.900,102.075,104.464,15.160,15.256
59.000,109.070,105.245,15.510,15.226
59.100,109.428,105.981,15.598,15.213
59.200,106.825,106.178,16.851,15.371
59.300,111.183,107.075,10.000,14.618
59.400,nan,107.209,11.910,14.176
59.500,109.661,107.779,15.790,14.285
59.600,102.623,106.982,12.895,14.010
59.700,107.397,107.135,15.474,14.102
59.800,104.409,106.752,13.439,13.926
59.900,103.082,106.191,13.176,13.734
