Zeit (s),HR roh,HR gefiltert,RR roh,RR gefiltert
68.700,69.072,72.663,25.582,26.543
69.000,74.025,72.616,26.164,26.421
69.300,70.429,71.971,27.934,26.581
69.600,71.314,71.570,29.281,26.929
69.900,nan,71.219,28.948,27.200
70.200,73.775,71.458,25.913,26.999
70.500,72.585,71.435,27.329,27.026
70.800,71.450,71.211,26.305,26.901
71.100,71.878,71.112,26.680,26.844
71.400,71.308,70.934,27.705,26.943
71.700,69.707,70.503,29.354,27.276
72.000,72.496,70.640,27.814,27.357
72.300,70.986,70.507,28.381,27.514
72.600,69.323,70.110,27.312,27.501
72.900,73.900,70.578,26.603,27.384
73.200,69.155,70.177,26.816,27.307
73.500,70.748,70.110,28.403,27.468
73.800,72.069,70.295,26.928,27.400
74.100,68.917,69.923,27.276,27.388
74.400,71.879,70.118,29.981,27.771
74.700,68.390,69.696,32.791,28.531
75.000,71.659,69.898,27.891,28.510
75.300,68.454,69.532,28.156,28.523
75.600,65.283,68.661,28.790,28.624
75.900,68.311,68.422,29.161,28.765
76.200,69.477,68.426,29.152,28.889
76.500,67.903,68.169,29.612,29.065
76.800,69.209,68.182,28.786,29.100
77.100,68.379,68.062,30.511,29.378
77.400,64.199,67.239,30.050,29.560
77.700,64.094,66.498,28.643,29.516
78.000,65.919,66.169,29.036,29.526
78.300,nan,65.889,29.104,29.539
78.600,64.638,65.412,29.412,29.591
78.900,63.216,64.743,28.881,29.556
79.200,66.188,64.755,30.521,29.759
79.500,62.272,64.048,30.911,29.997
79.800,65.161,63.981,31.253,30.259
80.100,66.712,64.221,29.669,30.262
80.400,64.046,63.971,29.228,30.195
80.700,66.049,64.122,32.058,30.540
81.000,66.771,64.400,30.576,30.634
81.300,63.362,64.061,32.027,30.926
81.600,68.554,64.681,33.346,31.379
81.900,62.518,64.192,32.021,31.592
82.200,60.635,63.436,30.855,31.609
82.500,63.538,63.278,31.107,31.653
82.800,60.888,62.690,30.653,31.618
83.100,62.422,62.445,31.931,31.765
83.400,60.503,61.909,31.614,31.845
83.700,66.040,62.411,32.583,32.054
84.000,58.937,61.639,32.021,32.155
84.300,62.117,61.518,32.713,32.341
84.600,62.200,61.440,31.756,32.364
84.900,59.060,60.840,32.381,32.468
85.200,58.791,60.272,32.393,32.558
85.500,58.063,59.655,33.923,32.857
85.800,60.624,59.569,nan,32.986
86.100,64.449,60.179,33.206,33.131
86.400,61.822,60.287,34.402,33.446
86.700,59.472,59.989,33.404,33.560
87.000,50.000,58.083,34.772,33.869
87.300,64.558,58.932,31.862,33.689
87.600,55.002,58.048,32.607,33.634
87.900,57.205,57.658,33.436,33.703
88.200,56.693,57.240,33.881,33.826
88.500,60.478,57.547,32.308,33.698
88.800,53.267,56.586,32.923,33.666
89.100,56.480,56.304,34.172,33.816
89.400,61.144,56.887,nan,33.909
89.700,56.413,56.605,33.021,33.837
90.000,54.467,56.031,32.553,33.696
90.300,55.956,55.793,33.099,33.656
90.600,56.453,55.686,35.897,34.057
90.900,57.058,55.714,35.544,34.356
91.200,58.337,55.979,32.060,34.088
91.500,52.846,55.275,34.570,34.222
91.800,56.828,55.353,nan,34.298
92.100,60.515,56.081,nan,34.375
92.400,50.000,54.913,34.985,34.554
92.700,56.385,54.991,34.276,34.571
93.000,52.507,54.400,34.637,34.648
93.300,50.705,53.570,34.537,34.695
93.600,52.934,53.232,35.311,34.859
93.900,50.000,52.438,33.530,34.717
94.200,50.000,51.747,32.193,34.380
94.500,50.427,51.226,34.083,34.369
94.800,52.134,51.081,33.917,34.331
95.100,50.343,50.665,32.054,34.016
95.400,50.299,50.309,30.633,33.519
95.700,52.560,50.409,31.735,33.232
96.000,50.000,50.076,33.956,33.300
96.300,50.159,49.828,32.461,33.145
96.600,51.516,49.864,33.618,33.176
96.900,50.000,49.654,31.365,32.876
97.200,50.000,49.485,31.581,32.637
97.500,50.000,49.353,33.378,32.685
97.800,50.000,49.253,32.130,32.550
98.100,50.000,49.182,32.543,32.491
98.400,51.008,49.310,31.661,32.312
98.700,50.000,49.265,32.434,32.266
99.000,50.000,49.238,33.422,32.372
99.300,50.193,49.260,30.348,32.025
99.600,54.108,49.974,30.801,31.777
99.900,50.065,49.919,30.763,31.550
100.200,51.196,50.072,31.029,31.387
100.500,nan,50.008,30.872,31.220
100.800,50.000,49.955,32.060,31.248
101.100,50.000,49.913,32.264,31.311
101.400,50.000,49.880,29.106,30.912
101.700,50.000,49.854,30.121,30.702
102.000,50.492,49.925,31.509,30.719
102.300,50.000,49.901,32.033,30.818
102.600,50.000,49.882,30.438,30.682
102.900,50.919,50.031,30.124,30.518
103.200,50.261,50.050,30.619,30.446
103.500,78.524,55.036,30.014,30.298
103.800,51.207,54.682,30.806,30.284
104.100,nan,55.007,27.990,29.866
104.400,50.000,54.248,29.286,29.680
104.700,52.566,54.108,29.820,29.594
105.000,nan,54.315,28.510,29.332
105.300,51.775,53.917,30.091,29.331
105.600,50.000,53.226,29.823,29.298
105.900,50.000,52.657,28.572,29.093
106.200,50.000,52.177,28.872,28.957
106.500,nan,52.176,29.931,28.994
106.800,50.000,51.706,28.701,28.855
107.100,50.882,51.507,28.338,28.683
107.400,50.000,51.170,28.447,28.548
107.700,51.705,51.214,28.745,28.475
108.000,50.000,50.937,29.349,28.503
108.300,51.353,50.947,29.210,28.516
108.600,50.000,50.717,29.460,28.571
108.900,50.000,50.519,30.174,28.731
109.200,50.000,50.350,29.457,28.778
109.500,50.000,50.205,29.021,28.762
109.800,50.000,50.084,28.606,28.690
110.100,50.000,49.982,29.058,28.693
110.400,50.000,49.898,28.709,28.649
110.700,53.689,50.475,27.827,28.484
111.000,50.000,50.353,29.785,28.621
111.300,50.000,50.247,28.099,28.504
111.600,54.316,50.909,nan,28.452
111.900,50.323,50.808,28.233,28.372
112.200,nan,50.801,28.822,28.400
112.500,50.521,50.739,28.403,28.359
112.800,50.000,50.585,27.352,28.161
113.100,52.060,50.848,29.352,28.296
113.400,52.888,51.230,28.207,28.244
113.700,50.504,51.121,33.750,29.037
114.000,50.000,50.934,28.060,28.901
114.300,50.637,50.883,28.851,28.896
114.600,50.000,50.725,38.481,30.317
114.900,50.000,50.585,29.207,30.239
115.200,50.000,50.462,28.170,30.011
115.500,50.000,50.355,28.678,29.871
115.800,50.000,50.261,28.334,29.690
116.100,50.493,50.266,18.247,28.047
116.400,50.000,50.187,28.261,28.008
116.700,50.000,50.120,31.066,28.386
117.000,52.673,50.528,28.987,28.433
117.300,50.192,50.464,28.389,28.392
117.600,50.000,50.373,27.650,28.249
117.900,50.000,50.293,30.243,28.499
118.200,50.000,50.223,28.246,28.439
118.500,50.000,50.161,29.007,28.497
118.800,50.231,50.149,31.123,28.860
119.100,54.021,50.800,29.425,28.946
119.400,50.000,50.683,28.401,28.875
119.700,51.242,50.793,30.731,29.150
