Zeit (s),HR roh,HR gefiltert,RR roh,RR gefiltert
15.700,101.054,101.216,nan,28.444
15.800,100.392,101.079,28.291,28.432
15.900,97.747,100.538,29.173,28.563
16.000,99.838,100.380,27.595,28.432
16.100,98.536,100.036,26.195,28.107
16.200,101.857,100.252,28.038,28.090
16.300,103.974,100.785,27.509,27.999
16.400,102.176,100.990,29.042,28.134
16.500,99.233,100.713,28.225,28.143
16.600,103.547,101.141,26.230,27.877
16.700,104.044,101.607,28.978,28.009
16.800,98.860,101.216,27.760,27.966
16.900,111.186,102.793,28.321,28.003
17.000,103.525,103.019,27.819,27.970
17.100,103.093,103.148,29.009,28.099
17.200,103.002,103.242,nan,28.097
17.300,99.708,102.800,26.898,27.916
17.400,99.644,102.382,27.918,27.905
17.500,103.261,102.564,25.636,27.568
17.600,99.875,102.195,29.113,27.757
17.700,100.259,101.916,26.966,27.630
17.800,98.975,101.459,27.369,27.571
17.900,105.530,102.075,27.233,27.501
18.000,103.199,102.269,29.265,27.713
18.100,100.682,102.048,27.810,27.713
18.200,100.963,101.889,25.760,27.438
18.300,105.578,102.470,nan,27.407
18.400,101.523,102.359,28.768,27.585
18.500,102.862,102.466,27.179,27.510
18.600,105.731,103.011,26.253,27.310
18.700,99.242,102.484,25.997,27.095
18.800,101.521,102.359,28.907,27.311
18.900,102.579,102.410,27.350,27.292
19.000,105.615,102.932,26.218,27.122
19.100,102.704,102.947,27.320,27.117
19.200,nan,103.003,27.741,27.172
19.300,104.119,103.250,27.920,27.247
19.400,99.445,102.640,27.979,27.326
19.500,103.258,102.763,27.008,27.270
19.600,101.157,102.516,27.480,27.282
19.700,102.601,102.536,26.787,27.202
19.800,99.836,102.101,28.329,27.334
19.900,100.559,101.830,27.496,27.346
20.000,102.275,101.866,28.335,27.469
20.100,105.132,102.357,27.414,27.461
20.200,101.184,102.173,28.449,27.590
20.300,102.736,102.252,27.475,27.581
20.400,104.526,102.607,27.469,27.572
20.500,105.342,103.057,26.288,27.407
20.600,103.144,103.116,26.800,27.322
20.700,103.411,103.209,26.072,27.148
20.800,106.983,103.850,26.933,27.101
20.900,101.168,103.514,26.597,27.015
21.000,104.454,103.720,26.132,26.875
21.100,106.464,104.217,27.362,26.909
21.200,101.340,103.858,25.637,26.715
21.300,106.287,104.303,28.451,26.909
21.400,102.701,104.138,27.996,27.030
21.500,104.315,104.236,26.220,26.909
21.600,101.167,103.824,27.150,26.921
21.700,105.791,104.172,25.758,26.750
21.800,104.844,104.336,26.970,26.753
21.900,103.465,104.264,25.700,26.590
22.000,107.023,104.752,25.912,26.469
22.100,103.625,104.657,26.009,26.371
22.200,104.011,104.625,nan,26.325
22.300,101.528,104.201,26.694,26.341
22.400,103.876,104.180,26.490,26.327
22.500,107.875,104.788,28.224,26.564
22.600,103.362,104.627,27.210,26.636
22.700,103.115,104.438,27.088,26.685
22.800,105.729,104.674,27.869,26.838
22.900,101.632,104.242,24.814,26.559
23.000,104.830,104.348,24.622,26.279
23.100,103.921,104.302,27.075,26.356
23.200,105.595,104.520,25.435,26.207
23.300,104.025,104.471,26.873,26.264
23.400,nan,104.498,25.619,26.152
23.500,108.070,105.165,27.815,26.342
23.600,103.986,105.020,26.302,26.318
23.700,106.587,105.338,25.782,26.229
23.800,103.330,105.064,25.248,26.077
23.900,104.236,104.971,nan,26.043
24.000,104.610,104.946,25.399,25.918
24.100,103.648,104.766,25.847,25.874
24.200,104.068,104.671,24.611,25.659
24.300,104.623,104.673,30.971,26.365
24.400,106.480,104.970,35.344,27.615
24.500,106.979,105.315,25.781,27.427
24.600,100.325,104.574,26.320,27.327
24.700,104.163,104.506,25.719,27.151
24.800,104.803,104.546,25.561,26.967
24.900,107.428,104.995,24.911,26.710
25.000,105.268,105.062,25.694,26.577
25.100,101.701,104.561,24.891,26.348
25.200,109.202,105.283,26.560,26.359
25.300,103.225,105.000,26.968,26.424
25.400,101.679,104.497,25.044,26.231
25.500,107.132,104.896,25.245,26.080
25.600,107.529,105.321,26.379,26.092
25.700,101.296,104.727,25.143,25.941
25.800,107.133,105.102,26.921,26.038
25.900,nan,105.127,25.988,26.007
26.000,112.945,106.559,24.772,25.819
26.100,106.377,106.634,25.749,25.776
26.200,102.269,105.989,25.864,25.754
26.300,106.285,106.097,25.348,25.667
26.400,107.530,106.395,26.435,25.733
26.500,102.486,105.828,27.397,25.922
26.600,102.943,105.394,24.813,25.759
26.700,105.339,105.390,24.248,25.534
26.800,103.000,105.012,24.538,25.367
26.900,106.217,105.183,24.814,25.251
27.000,113.941,106.563,23.481,24.971
27.100,106.586,106.646,25.241,24.946
27.200,102.768,106.114,24.060,24.772
27.300,108.477,106.525,25.442,24.797
27.400,104.035,106.196,25.686,24.857
27.500,103.861,105.866,25.909,24.945
27.600,105.483,105.819,24.122,24.794
27.700,105.887,105.838,26.130,24.921
27.800,103.467,105.476,24.236,24.793
27.900,103.328,105.124,24.999,24.778
28.000,105.995,105.226,25.871,24.881
28.100,109.766,105.913,24.807,24.839
28.200,nan,105.936,24.017,24.698
28.300,101.621,105.176,25.945,24.824
28.400,106.879,105.446,26.809,25.056
28.500,102.833,104.987,24.526,24.973
28.600,103.705,104.732,26.278,25.127
28.700,106.005,104.893,25.881,25.218
28.800,104.047,104.717,25.036,25.192
28.900,100.097,103.922,24.159,25.052
29.000,108.327,104.539,26.976,25.294
29.100,103.896,104.389,25.200,25.285
29.200,107.902,104.896,25.407,25.303
29.300,106.748,105.172,23.204,25.030
29.400,109.504,105.858,25.269,25.049
29.500,104.747,105.728,25.354,25.079
29.600,104.785,105.613,26.243,25.224
29.700,106.878,105.835,26.225,25.356
29.800,105.579,105.831,25.241,25.349
29.900,103.444,105.489,24.548,25.251
30.000,104.068,105.274,24.947,25.212
30.100,108.977,105.850,23.079,24.930
30.200,103.498,105.512,25.855,25.035
30.300,102.964,105.119,25.802,25.126
30.400,102.304,104.659,25.123,25.121
30.500,103.824,104.482,26.324,25.275
30.600,99.212,103.600,26.510,25.443
30.700,99.913,102.915,23.764,25.235
30.800,104.995,103.101,25.344,25.251
30.900,108.643,103.852,22.597,24.904
31.000,109.179,104.627,26.105,25.044
31.100,104.358,104.577,27.029,25.297
31.200,104.294,104.521,25.867,25.378
31.300,102.908,104.255,26.388,25.522
31.400,102.933,104.018,27.181,25.758
31.500,101.153,103.525,24.989,25.686
31.600,103.234,103.409,27.322,25.926
31.700,105.830,103.717,26.378,26.021
31.800,102.725,103.514,26.047,26.063
31.900,108.077,104.173,25.985,26.092
32.000,105.404,104.356,26.424,26.173
32.100,106.238,104.654,25.441,26.117
32.200,108.168,105.226,28.668,26.487
32.300,104.710,105.201,25.182,26.368
32.400,106.836,105.507,24.695,26.190
32.500,104.028,105.341,25.413,26.118
32.600,nan,105.400,26.997,26.257
32.700,101.949,104.826,25.461,26.183
32.800,100.285,104.038,26.090,26.195
32.900,111.169,105.223,22.093,25.678
33.000,103.885,105.034,27.285,25.882
33.100,106.348,105.274,26.418,25.957
33.200,101.683,104.721,27.147,26.122
33.300,102.269,104.322,24.375,25.910
33.400,101.624,103.862,27.769,26.159
33.500,104.671,103.939,25.000,26.024
33.600,101.597,103.522,27.394,26.214
33.700,107.285,104.051,25.490,26.138
33.800,nan,104.017,26.232,26.164
33.900,104.797,104.131,24.053,25.900
34.000,104.301,104.142,27.465,26.105
34.100,105.185,104.304,26.184,26.125
34.200,106.950,104.744,25.241,26.020
34.300,nan,104.770,27.633,26.236
34.400,102.733,104.404,26.399,26.273
34.500,104.328,104.388,26.883,26.371
34.600,101.947,103.954,25.742,26.309
34.700,104.229,103.973,26.125,26.302
34.800,107.109,104.475,26.829,26.386
34.900,103.876,104.382,25.560,26.296
35.000,108.421,105.042,27.970,26.529
35.100,106.694,105.349,28.354,26.794
35.200,101.737,104.827,27.054,26.866
35.300,101.159,104.263,26.862,26.905
35.400,102.291,103.934,28.593,27.167
35.500,104.390,103.970,27.176,27.220
35.600,102.364,103.686,nan,27.278
35.700,104.256,103.729,28.407,27.496
35.800,102.017,103.419,27.575,27.566
35.900,103.574,103.387,25.525,27.333
36.000,105.741,103.702,27.159,27.351
36.100,106.385,104.093,28.190,27.509
36.200,105.531,104.316,29.068,27.772
36.300,102.134,103.984,28.569,27.939
36.400,101.158,103.529,27.754,27.978
36.500,106.819,104.007,27.772,28.013
36.600,101.444,103.599,29.030,28.210
36.700,107.751,104.220,27.499,28.182
36.800,108.374,104.884,28.229,28.250
36.900,105.834,105.085,29.411,28.466
37.000,101.495,104.582,30.728,28.835
37.100,104.266,104.557,27.231,28.708
37.200,103.555,104.420,26.703,28.516
37.300,101.226,103.929,28.797,28.611
37.400,104.502,103.998,29.317,28.763
37.500,103.927,103.971,28.188,28.752
37.600,102.203,103.677,27.934,28.703
37.700,104.299,103.742,27.518,28.600
37.800,104.446,103.825,28.891,28.682
37.900,103.851,103.810,29.250,28.802
38.000,105.336,104.031,28.975,28.874
38.100,103.274,103.908,29.865,29.054
38.200,104.531,103.995,27.158,28.861
38.300,106.231,104.342,29.025,28.925
38.400,105.211,104.496,29.300,29.018
38.500,103.262,104.328,29.500,29.127
38.600,105.521,104.529,27.883,29.012
38.700,109.363,105.314,28.935,29.041
38.800,105.477,105.413,29.662,29.161
38.900,105.111,105.439,28.870,29.165
39.000,105.261,105.482,28.272,29.087
39.100,102.927,105.148,30.278,29.277
39.200,107.791,105.604,30.803,29.520
39.300,103.617,105.360,30.644,29.721
39.400,106.983,105.661,28.752,29.653
39.500,109.703,106.358,29.765,29.721
39.600,104.888,106.229,29.328,29.722
39.700,107.076,106.448,29.305,29.717
39.800,102.794,105.968,30.348,29.846
39.900,104.876,105.852,29.692,29.876
40.000,104.580,105.696,30.156,29.962
40.100,103.299,105.351,30.379,30.068
40.200,110.246,106.126,29.355,30.027
40.300,102.116,105.552,28.721,29.902
40.400,99.551,104.625,29.804,29.927
40.500,99.311,103.745,31.101,30.118
40.600,102.191,103.403,30.405,30.200
40.700,104.862,103.520,29.801,30.194
40.800,106.673,103.918,29.941,30.204
40.900,98.545,103.011,30.868,30.332
41.000,107.643,103.622,31.418,30.521
41.100,103.945,103.603,31.263,30.672
41.200,109.003,104.386,31.259,30.807
41.300,106.934,104.776,30.527,30.832
41.400,107.943,105.289,30.224,30.812
41.500,100.523,104.587,30.911,30.879
41.600,105.070,104.662,32.112,31.096
41.700,107.685,105.140,31.880,31.263
41.800,104.353,105.050,30.412,31.219
41.900,109.435,105.764,31.200,31.278
42.000,113.074,106.981,31.542,31.374
42.100,105.616,106.908,29.827,31.233
42.200,107.320,107.098,33.430,31.573
42.300,104.307,106.788,30.617,31.513
42.400,106.358,106.820,30.997,31.504
42.500,106.450,106.855,29.078,31.239
42.600,108.258,107.164,31.843,31.354
42.700,107.546,107.326,29.595,31.163
42.800,105.518,107.146,32.223,31.329
42.900,108.354,107.421,30.738,31.286
43.000,nan,107.535,31.773,31.380
43.100,109.036,107.899,31.447,31.422
43.200,99.416,106.519,30.007,31.269
43.300,111.425,107.378,33.388,31.570
43.400,108.095,107.567,31.464,31.594
43.500,100.437,106.460,32.033,31.689
43.600,103.120,105.915,30.600,31.586
43.700,104.280,105.618,31.687,31.630
43.800,105.527,105.555,31.134,31.597
43.900,107.844,105.872,32.689,31.769
44.000,106.421,105.934,31.523,31.772
44.100,109.418,106.467,30.040,31.578
44.200,nan,106.485,32.870,31.769
44.300,nan,106.503,33.074,31.971
44.400,nan,106.522,31.714,31.976
44.500,106.530,106.538,nan,32.019
44.600,113.897,108.126,31.998,32.052
44.700,105.125,107.629,31.851,32.059
44.800,105.151,107.229,32.890,32.212
44.900,103.826,106.655,32.497,32.293
45.000,106.622,106.655,32.342,32.342
45.100,107.365,106.782,31.457,32.262
45.200,101.277,105.878,32.756,32.365
45.300,108.489,106.263,31.140,32.238
45.400,102.719,105.674,31.723,32.198
45.500,104.863,105.494,32.919,32.320
45.600,105.154,105.382,33.190,32.467
45.700,107.694,105.687,30.878,32.292
45.800,106.907,105.842,31.876,32.262
45.900,99.107,104.757,32.546,32.321
46.000,104.838,104.678,32.932,32.425
46.100,106.315,104.846,33.982,32.658
46.200,109.421,105.492,32.247,32.643
46.300,108.310,105.910,33.662,32.813
46.400,105.007,105.771,32.464,32.810
46.500,105.286,105.688,31.583,32.688
46.600,101.206,104.973,33.913,32.880
46.700,106.718,105.191,33.863,33.049
46.800,104.601,105.061,32.545,33.029
46.900,107.566,105.412,33.099,33.080
47.000,106.477,105.562,32.813,33.087
47.100,97.825,104.339,32.814,33.091
47.200,102.713,103.999,34.093,33.260
47.300,101.611,103.524,32.231,33.169
47.400,103.016,103.322,34.046,33.322
47.500,106.657,103.721,32.777,33.293
47.600,105.092,103.846,34.323,33.467
47.700,104.843,103.926,32.342,33.364
47.800,104.214,103.906,34.258,33.519
47.900,101.716,103.501,33.192,33.519
48.000,104.792,103.621,32.977,33.488
48.100,106.302,103.974,26.494,32.603
48.200,106.135,104.272,33.144,32.658
48.300,104.691,104.319,33.186,32.716
48.400,100.732,103.741,32.229,32.644
48.500,108.512,104.440,33.346,32.725
48.600,105.433,104.594,31.636,32.576
48.700,nan,104.603,30.674,32.312
48.800,100.126,103.803,30.532,32.049
48.900,104.475,103.879,33.795,32.238
49.000,104.548,103.959,33.166,32.333
49.100,101.639,103.541,32.827,32.377
49.200,nan,103.480,33.514,32.510
49.300,103.367,103.409,34.943,32.823
49.400,98.944,102.545,34.548,33.060
49.500,101.044,102.181,33.150,33.094
49.600,101.157,101.891,34.360,33.284
49.700,103.270,102.000,33.991,33.409
49.800,102.257,101.934,31.287,33.167
49.900,127.299,105.969,32.234,33.065
50.000,106.738,106.243,34.780,33.305
50.100,101.743,105.678,32.017,33.162
50.200,102.979,105.358,32.926,33.148
50.300,104.581,105.316,32.369,33.060
50.400,104.485,105.258,31.239,32.830
50.500,102.637,104.909,32.475,32.778
50.600,103.371,104.704,33.174,32.824
50.700,101.463,104.216,35.076,33.116
50.800,104.506,104.250,32.232,33.012
50.900,nan,104.241,35.334,33.324
51.000,103.363,104.074,32.578,33.249
51.100,103.978,104.040,32.138,33.120
51.200,105.654,104.299,34.432,33.302
51.300,104.896,104.398,34.556,33.486
51.400,103.834,104.309,33.917,33.570
51.500,104.967,104.416,33.339,33.571
51.600,108.141,105.026,34.020,33.659
51.700,103.785,104.870,32.299,33.511
51.800,104.402,104.825,33.367,33.514
51.900,100.560,104.172,33.895,33.584
52.000,100.289,103.539,34.667,33.750
52.100,103.047,103.405,34.781,33.916
52.200,100.188,102.837,35.316,34.139
52.300,nan,102.728,34.577,34.245
52.400,107.174,103.443,33.194,34.157
52.500,107.072,104.042,34.573,34.255
52.600,106.893,104.533,34.518,34.335
52.700,104.570,104.569,32.812,34.181
52.800,103.120,104.359,30.802,33.772
52.900,99.165,103.523,33.183,33.704
53.000,102.800,103.369,33.094,33.629
53.100,105.300,103.635,32.633,33.499
53.200,105.845,103.964,32.254,33.329
53.300,101.416,103.556,33.337,33.315
53.400,104.629,103.699,34.255,33.423
53.500,103.146,103.595,33.748,33.458
53.600,102.831,103.452,31.382,33.179
53.700,102.362,103.251,32.287,33.040
53.800,103.161,103.197,33.990,33.138
53.900,103.399,103.189,31.966,32.964
54.000,107.198,103.781,31.764,32.777
54.100,108.860,104.582,31.990,32.636
54.200,100.686,104.023,32.471,32.572
54.300,102.296,103.766,32.914,32.573
54.400,105.080,103.969,nan,32.526
54.500,105.352,104.196,32.577,32.494
54.600,104.346,104.243,32.266,32.421
54.700,108.159,104.883,34.001,32.607
54.800,107.060,105.288,31.985,32.491
54.900,106.220,105.519,33.391,32.584
55.000,102.675,105.165,33.003,32.616
55.100,104.102,105.061,33.582,32.725
55.200,102.312,104.681,31.568,32.553
55.300,102.624,104.382,33.664,32.680
55.400,107.370,104.854,33.525,32.778
55.500,101.481,104.357,34.972,33.062
55.600,103.272,104.185,35.490,33.393
55.700,101.184,103.702,32.160,33.255
55.800,103.075,103.561,33.378,33.287
55.900,102.464,103.341,34.185,33.423
56.000,101.058,102.924,34.416,33.577
56.100,102.394,102.761,34.903,33.783
56.200,103.603,102.808,31.657,33.542
56.300,100.617,102.389,34.064,33.635
56.400,105.855,102.837,35.134,33.860
56.500,104.231,102.995,34.996,34.048
56.600,104.530,103.191,33.801,34.062
56.700,102.433,103.042,30.415,33.626
56.800,102.348,102.895,32.997,33.560
56.900,105.554,103.269,31.878,33.351
57.000,101.800,103.022,31.283,33.078
57.100,105.336,103.354,32.458,32.981
57.200,105.553,103.692,31.084,32.711
57.300,105.161,103.937,nan,32.672
57.400,102.759,103.781,36.976,33.278
57.500,105.728,104.104,31.945,33.085
57.600,100.893,103.636,30.909,32.765
57.700,104.881,103.835,33.700,32.871
57.800,102.295,103.609,31.691,32.688
57.900,107.941,104.290,30.686,32.385
58.000,106.137,104.623,31.443,32.214
58.100,105.401,104.807,32.718,32.233
58.200,109.379,105.594,31.365,32.072
58.300,99.126,104.692,32.236,32.043
58.400,106.422,105.011,31.977,31.985
58.500,nan,105.087,31.527,31.875
58.600,105.967,105.309,32.121,31.855
58.700,nan,105.396,32.903,31.944
58.800,109.041,106.195,33.207,32.069
58.900,88.035,102.850,35.219,32.453
59.000,103.446,102.867,31.675,32.342
59.100,102.127,102.651,31.532,32.221
59.200,105.597,103.065,32.395,32.223
59.300,102.722,102.946,33.371,32.356
59.400,nan,102.869,33.137,32.448
59.500,107.100,103.605,31.320,32.296
59.600,107.393,104.276,32.826,32.353
59.700,104.653,104.368,31.209,32.194
59.800,103.103,104.181,30.233,31.918
59.900,nan,104.200,32.946,32.022
